sample1,sample2,sample3,sample4,category
-6802.690918,-3570.583496,-2020.907349,-9655.716797,0
-6621.678223,-3553.639893,-1364.111694,-9644.921875,0
-5817.047852,-3344.491455,-997.1994629,-8838.728516,0
-5969.254395,-3655.239746,-1076.911621,-9786.699219,0
-5943.529297,-4484.476563,-1595.841431,-8894.271484,0
-5146.962402,-3638.890869,-1177.505615,-8205.061523,0
-6085.460449,-4505.631348,-1719.813599,-8969.314453,0
-6109.601563,-4855.248535,-2211.363525,-8992.475586,0
-5875.953125,-4446.486816,-2053.904541,-8948.267578,0
-6850.484863,-3666.659668,-1567.393921,-9797.947266,0
-7775.414551,-4551.998535,-2023.190552,-10612.59473,0
-7667.546387,-3573.762451,-1395.90271,-9698.116211,0
-6792.389648,-3344.893555,-991.9130859,-8822.850586,0
-6903.311035,-3639.178955,-1054.066528,-9744.043945,0
-5992.232422,-4489.504883,-1606.666626,-8950.266602,0
-5153.980469,-3642.965576,-1188.016602,-8222.061523,0
-6047.064941,-4510.603516,-1721.446045,-8925.641602,0
-6137.278809,-4850.373535,-2212.846436,-9025.164063,0
-5928.115234,-4463.475098,-2082.179932,-8996.768555,0
-6801.703613,-3649.386963,-1554.504395,-9746.910156,0
-7749.046387,-4516.060059,-2007.731689,-10570.79883,0
-7699.520996,-3568.782715,-1415.378174,-9730.071289,0
-6762.07959,-3335.381104,-991.1445313,-8786.366211,0
-6863.318359,-3614.736816,-1051.816895,-9695.371094,0
-6038.043945,-4490.434082,-1618.269653,-8992.230469,0
-5168.407227,-3644.983154,-1205.715698,-8235.175781,0
-5995.714355,-4496.23291,-1705.239136,-8896.378906,0
-6173.063965,-4868.5625,-2230.43335,-9069.797852,0
-5952.942871,-4476.648926,-2095.836182,-9036.017578,0
-6766.995605,-3637.578125,-1546.730957,-9721.701172,0
-7734.74707,-4513.021484,-1994.453125,-10562.79004,0
-6778.849121,-3588.04126,-1428.787598,-9793.666992,0
-6756.183594,-3331.687988,-997.7510986,-9764.523438,0
-6829.597656,-3611.477295,-1030.987549,-10641.25293,0
-6100.016113,-4506.697266,-1631.192871,-10028.76074,0
-5173.558594,-3646.514648,-1191.09082,-9224.123047,0
-5960.923828,-4489.420898,-1698.124023,-9828.677734,0
-6182.737305,-4864.413086,-2230.274414,-10064.51563,0
-5996.350098,-4482.16748,-2096.470215,-10049.86133,0
-6733.091309,-3645.01123,-1548.752441,-10653.74609,0
-6754.09082,-4503.894043,-1991.298462,-11552.9082,0
-5853.222168,-3599.980957,-1421.302246,-10828.52832,0
-5749.927734,-3333.578613,-991.7990112,-10734.28125,0
-5792.390625,-3591.826172,-1023.820068,-11576.46191,0
-5165.274902,-4511.198242,-1640.75769,-11051.59863,0
-4193.344238,-3649.42627,-1202.469482,-10193.59668,0
-4924.733887,-4474.182617,-1671.752075,-10754.07715,0
-5238.399414,-4847.428223,-2220.918945,-11059.11816,0
-5047.808594,-4493.42627,-2116.626221,-11056.80859,0
-5709.291992,-3624.660645,-1530.686768,-11597.33594,0
-5760.711914,-4501.150879,-1980.477051,-12519.2627,0
-4920.97168,-3611.314697,-1447.397339,-11859.03809,0
-4762.57373,-3337.466064,-987.8328857,-11716.74023,0
-4774.354492,-3585.802979,-1002.220276,-12530.52344,0
-4231.008789,-4512.172363,-1637.550781,-12086.17676,0
-4203.271484,-3664.223145,-1212.942993,-11189.01758,0
-4869.796875,-4453.22998,-1653.406006,-11677.02246,0
-5212.270508,-4845.519043,-2213.83374,-12019.67969,0
-5085.78125,-4505.302246,-2126.838135,-11115.99805,0
-5672.448242,-3622.706543,-1506.368164,-11573.14063,0
-5718.266113,-4488.889648,-1963.163208,-12460.46191,0
-4972.958008,-3622.712158,-1470.227661,-11899.56836,0
-4754.018555,-3339.166016,-984.7156372,-11676.05176,0
-5703.336426,-3576.200684,-999.4545898,-12440.80566,0
-5248.140137,-4501.388672,-1663.421509,-12118.43945,0
-5209.691895,-3663.26001,-1233.039429,-11201.07324,0
-5803.266113,-4430.541504,-1644.720093,-11609.50391,0
-6212.452637,-4848.681152,-2217.560547,-12027.87891,0
-6106.07666,-4515.543945,-2149.16333,-11140.9043,0
-6621.80127,-3623.145996,-1527.575195,-11521.95508,0
-6668.494141,-4473.064453,-1951.765869,-12426.41602,0
-5994.640625,-3633.915039,-1474.665039,-11931.95117,0
-5726.540527,-3347.732178,-1011.52887,-11707.87988,0
-6626.150879,-3567.058594,-1962.49939,-12404.38086,0
-6260.832031,-4527.483398,-2643.336914,-12155.29785,0
-6214.264648,-3695.75415,-2233.29248,-11226.55176,0
-6754.223633,-4446.681152,-2624.519775,-11589.03027,0
-7183.33252,-4834.329102,-3194.674805,-12021.74414,0
-7160.449707,-4541.579102,-3152.614014,-11214.88867,0
-7581.543945,-3621.229248,-2493.133301,-11518.57617,0
-7640.705566,-4479.169922,-2920.057861,-12450.5293,0
-7066.056641,-3654.445068,-2488.658447,-12021.0332,0
-6716.303223,-3360.217773,-1986.010254,-11698.73438,0
-7578.70166,-3557.493896,-2906.369873,-12363.16504,0
-7305.664551,-3560.126709,-3623.888184,-12208.43262,0
-7223.351074,-2727.828857,-3202.253906,-11246.5127,0
-7692.555176,-3451.996826,-3586.32666,-11555.36523,0
-8186.375488,-3860.588379,-4171.23584,-12044.03516,0
-7213.846191,-3584.177979,-4147.818359,-11250.54297,0
-7535.44043,-2644.294434,-3454.906494,-11476.35059,0
-7618.39502,-3482.877197,-3892.097168,-12410.59961,0
-7109.112305,-2689.276123,-3477.28418,-12074.78516,0
-6682.944824,-2378.761475,-2951.126953,-11654.15234,0
-7514.373535,-2554.177734,-3869.508057,-12308.44824,0
-7326.179688,-2570.644531,-4620.401367,-12221.35938,0
-7228.592773,-1755.785767,-4203.370605,-11268.1543,0
-7633.033203,-2467.20459,-4553.859375,-11501.98047,0
-8175.412109,-2871.233398,-5149.337402,-12029.52637,0
-7240.727051,-2607.074951,-5132.996094,-11281.27148,0
-7484.953613,-1646.468506,-4430.805176,-11417.48633,0
-7579.004395,-2483.944336,-4868.302734,-12370.37207,0
-7146.217773,-1697.493896,-4460.786133,-12117.53027,0
-6644.526855,-1396.0448,-3940.459473,-11636.62207,0
-7478.999512,-1560.06189,-4855.762695,-12279.89941,0
-7369.889648,-1594.906494,-5610.224121,-11300.58301,0
-7210.729004,-769.6620483,-5185.287109,-11252.6875,0
-7577.852539,-1463.963257,-5524.514648,-11461.34766,0
-8195.748047,-1893.543091,-6130.38623,-12054.90332,0
-7283.569336,-1633.992188,-5153.881348,-11325.43848,0
-7429.088867,-663.265625,-4437.546387,-11362.79199,0
-7578.352051,-1500.629272,-4855.158691,-11403.72949,0
-7200.780762,-739.7484741,-4481.39502,-11195.82617,0
-6627.478516,-420.6994629,-3947.402588,-10631.52246,0
-7452.275879,-565.6355591,-4839.196777,-11272.26465,0
-7414.628418,-615.2079468,-5620.409668,-10358.47754,0
-7226.214355,211.1397858,-5196.781738,-10294.81152,0
-7546.529297,-479.1185913,-5504.54541,-10431.95313,0
-8213.214844,-908.8405762,-6125.279297,-11091.6416,0
-7334.358887,-673.015564,-5175.013672,-10414.625,0
-7389.223145,-653.0762939,-4413.093262,-11328.02832,0
-7591.353516,-1501.139771,-4858.417969,-11421.53711,0
-7255.67334,-750.4688721,-4496.446289,-11263.38184,0
-6605.478516,-412.1743774,-3946.3125,-10617.00195,0
-7421.02002,-557.6004028,-4826.326172,-11250.66016,0
-6478.656738,-624.2341919,-5648.295898,-10418.43359,0
-6266.557617,195.5574951,-5207.580566,-10307.69727,0
-6508.416992,-457.2008972,-5491.349121,-10379.9668,0
-7261.946777,-913.3190918,-6145.080078,-11108.69043,0
-6387.09668,-675.1229858,-5187.267578,-10443.8125,0
-7326.155273,-635.3809814,-4396.288086,-11273.03418,0
-7575.831055,-1474.872559,-4847.918457,-11398.19824,0
-7282.303223,-751.1626587,-4515.596191,-11286.26074,0
-6585.068359,-399.961731,-3933.056396,-10593.13574,0
-7376.898438,-526.4713135,-4809.397461,-11195.08789,0
-6520.709961,-640.3550415,-5659.009277,-10457.90234,0
-6281.807129,185.0764313,-5224.505371,-10341.00684,0
-6460.940918,-451.1366577,-5473.964355,-11319.51758,0
-7275.248047,-896.151062,-6138.013672,-12116.22168,0
-6435.436523,-690.6865845,-5200.33252,-11469.82617,0
-7278.469727,-635.2145386,-4391.330566,-12202.63672,1
-7580.750977,-1468.729736,-4842.111816,-12375.15527,1
-7338.602051,-769.4039917,-4526.578613,-12310.96191,1
-6573.689453,-405.2854919,-3943.275635,-11565.87402,1
-7342.467285,-516.8204956,-4789.689941,-12143.21777,1
-6558.365234,-629.499939,-5659.564453,-11467.28125,1
-6277.347168,190.5759583,-5229.201172,-11291.11133,1
-6403.991699,-417.026886,-5432.857422,-12233.03906,1
-7289.289551,-901.5571289,-6147.193359,-13103.39258,1
-6464.710449,-698.411377,-5219.191406,-12471.43359,1
-7231.648438,-604.9755859,-4363.111328,-13131.46582,1
-7552.408203,-1448.498779,-4819.91748,-13334.5127,1
-7383.583496,-774.0021973,-4536.446289,-13333.42578,1
-6559.618164,-405.4481506,-3934.208252,-12509.95801,1
-7305.836426,-505.7485352,-4774.15625,-13088.97656,1
-6604.524902,-647.1392212,-5672.756836,-12490.68457,1
-6297.825195,182.9446869,-5224.595215,-12317.03906,1
-6351.455078,-407.0282593,-5430.327148,-13159.58203,1
-7305.186035,-899.1953735,-6126.012207,-14099.37793,1
-6503.603516,-705.4554443,-5220.371094,-13492.7793,1
-7184.703125,-609.4241943,-4378.379395,-14064.61035,1
-7565.136719,-1442.019409,-4823.599609,-14328.17969,1
-7452.272461,-799.8056641,-4546.95752,-13402.40234,1
-6546.30957,-421.0342102,-3947.886963,-12518.52832,1
-7275.668457,-501.8272705,-4768.895996,-13059.47852,1
-6648.081543,-656.3973389,-5688.197266,-12533.32129,1
-6319.005859,163.4280243,-5222.173828,-12325.74023,1
-7272.650391,-402.8265076,-5416.195801,-13103.30566,1
-7333.565918,-899.9265137,-6141.803711,-13146.08301,1
-6540.69043,-717.1968994,-5249.75,-12551.7959,1
-7139.650391,-603.6404419,-4364.105957,-13041.46875,1
-7569.888672,-1438.288818,-4803.566895,-13351.65625,1
-7474.230957,-796.2396851,-4560.01123,-12421.33496,1
-6529.040527,-406.5776062,-3930.427246,-11513.6377,1
-7228.75,-477.4711609,-4741.391113,-12027.0918,1
-6683.537598,-664.0547485,-5684.728516,-11590.23633,1
-6324.580566,161.82547,-5239.84668,-11358.25195,1
-7215.121582,-384.4317932,-5406.122559,-12078.86328,1
-7353.617676,-895.5751343,-6135.821777,-12189.33594,1
-6584.135254,-738.1833496,-5245.929688,-11622.81445,1
-7109.822754,-611.309082,-4348.003906,-12026.16602,1
-7552.383789,-1431.353271,-4795.827148,-12351.27539,1
316.9639893,-812.78125,-660.9057617,259.6631165,1
343.0180054,-416.9446106,-11.18978024,1236.078125,1
-310.0582886,-455.3197327,-800.9070435,759.4428101,1
129.5501404,-655.2659912,-1762.925293,1100.287964,1
525.9589844,168.594696,-1314.546753,1386.665161,1
-308.5847473,-372.3781128,-1459.972778,719.0256958,1
-521.8413086,-886.2814941,-2215.417725,548.6807251,1
252.7686157,-733.65802,-1348.046997,1106.31665,1
-205.0362701,-591.0725098,-412.0229187,772.1976929,1
-680.8973999,-1413.880371,-880.2770996,416.3312683,1
280.621521,-815.9508057,-675.3586426,1194.770874,1
349.3664856,-411.6283569,-9.890165329,1249.289307,1
-275.4922485,-458.8520508,-793.8143311,807.9735718,1
74.50441742,-668.2490845,-813.437561,1073.224121,1
532.1690674,175.8893585,-351.5393677,1381.277832,1
-245.9620056,-363.2957458,-479.3392334,784.1541748,1
-532.4794922,-878.3959351,-1247.02478,518.3034058,1
235.4210968,-731.7600708,-372.1555786,1088.224854,1
-147.776535,-569.0426025,586.760376,803.2594604,1
-659.2041016,-1394.423584,125.0173721,435.7881165,1
226.3462219,-825.9980469,288.7557983,1148.973877,1
375.6860352,-400.388092,985.437439,1257.709595,1
-222.0958252,-428.0820313,208.592926,864.7022705,1
37.17460632,-668.7894897,166.343277,1025.766724,1
526.2768555,177.4919128,633.7166748,1382.293213,1
-189.1435699,-319.5744629,536.5316772,829.4537354,1
-545.7841797,-875.8770752,-249.7075043,510.462677,1
189.5792694,-749.2683716,595.1639404,1044.230591,1
-115.9107208,-569.5418701,1569.353638,849.2471313,1
-635.9138794,-1387.959106,1117.798096,458.1433411,1
171.9437714,-836.8344116,1263.37561,1083.894043,1
388.9271545,-406.8637085,1962.211426,1271.272461,1
-179.2833252,-407.3237305,1208.748779,904.37323,1
-10.25667572,-678.6160889,1136.052612,985.1569824,1
511.5061035,149.1864777,1598.650146,1366.961426,1
-148.8891602,-329.8012085,1517.251221,874.805603,1
-569.8223877,-883.8486938,726.5840454,490.9871521,1
141.0634155,-766.986145,1556.851196,1005.651611,1
-73.67790222,-577.1918335,1567.983032,885.5971069,1
-623.7049561,-1398.279419,1112.530518,465.4492493,1
123.2783203,-853.1272583,1234.415649,1043.175903,1
412.9055176,-422.1617737,1934.197754,1305.412109,1
-143.0380859,-1390.264771,1199.602783,955.312561,1
-66.78713226,-1678.278198,1107.545166,925.767334,1
505.3894958,-850.0830078,1579.657104,1352.701294,1
-111.690239,-1319.848145,1507.649048,918.0762329,1
-582.371582,-1871.225342,706.9289551,463.8504333,1
94.0921402,-1773.862549,1529.140381,958.8392944,1
-44.35521317,-1557.51123,1565.927856,909.2108154,1
-613.758728,-2380.670654,1096.230103,455.8601379,1
63.85318375,-1864.431763,1206.166382,984.0780029,1
415.4916687,-1401.168457,1942.719116,1311.05188,1
-94.25296021,-2363.063232,1213.113159,987.6776733,1
-100.3415146,-2665.561279,1097.411987,864.81073,1
497.4122925,-1839.87561,1569.808105,1334.745972,1
-55.9769516,-2293.495605,1529.196533,968.5910645,1
-604.2874146,-2853.119141,713.6439819,459.8450012,1
65.94191742,-2768.722656,1515.042847,914.2521973,1
-1.335144281,-2542.453125,1575.219727,946.0544434,1
-606.0844727,-3345.73877,1117.422241,500.6361084,1
13.87315845,-2847.900146,1197.229858,936.9721069,1
439.3597107,-2375.799561,1944.093506,1325.983398,1
-56.08728027,-3330.319092,1228.904907,1026.667969,1
-157.7975922,-3653.611084,1098.120605,825.7194214,1
491.9744873,-2825.614014,1566.713257,1339.901489,1
-14.74455547,-3256.536621,1545.092896,1012.349792,1
-610.2001953,-3828.255127,711.8319702,443.0809021,1
22.41695976,-3753.960205,1510.306274,885.3596191,1
41.87379074,-3502.958496,1594.295044,1000.748596,1
-577.7116699,-4306.072266,1140.293579,519.5506592,1
-38.55836868,-3826.80957,1188.304565,900.2593384,1
454.1715698,-3360.932129,1949.331177,1350.556396,1
-6.916944981,-4285.345703,1260.594971,1079.282715,1
-197.6929779,-4630.340332,1078.039307,794.3360596,1
497.9527283,-3823.907471,1561.38208,1350.483521,1
26.99459839,-4214.083984,584.5875244,1054.100098,1
-599.4610596,-4770.76416,-251.7887573,464.7779236,1
-12.20142365,-4738.165039,520.7418213,861.9758911,1
89.54816437,-4456.852051,627.8207397,1052.488281,1
-557.387207,-5260.84082,165.4419556,539.0448608,1
-99.7225647,-4828.308105,188.6835632,813.0991211,1
466.2009583,-4347.392578,957.4966431,1363.303833,1
21.4034481,-5252.478027,286.4763489,1101.35376,1
-225.3140106,-5602.469238,114.5942764,768.3792725,1
474.5652466,-4801.661133,567.9730225,1337.683716,1
63.57268906,-5178.923828,-383.4500732,1083.314331,1
-605.3532715,-5758.215332,-1225.866333,432.9270935,1
-61.70460892,-5723.518555,-482.9931335,803.5268555,1
129.1742706,-5433.914063,-348.5717773,1089.432861,1
-541.0307617,-6232.719238,-810.1203003,543.0596313,1
-142.3331146,-5802.217285,-795.5140991,763.6333618,1
488.1111755,-5306.716309,-10.06968021,1395.558594,1
65.16588593,-6203.031738,-664.914917,1137.210083,1
-266.7203064,-6590.683594,-886.0327759,731.7450562,1
454.2183228,-5776.475586,-413.9620361,1312.235474,1
106.774147,-6140.113281,-1333.008789,1125.449951,1
-626.2723999,-6750.820313,-2213.336426,431.9603271,1
-96.72315979,-6699.944824,-1456.419922,759.5662231,1
168.3067169,-6396.117188,-1299.312256,1124.245728,1
-526.2225952,-7191.043945,-1759.147949,564.4313354,1
-195.826767,-6781.062988,-792.6624756,738.7872925,1
514.161438,-6273.373535,10.98782635,1401.619141,1
107.7502594,-7167.527832,-639.1115112,1189.858521,1
-292.0562744,-7558.354492,-858.9765015,699.6436768,1
446.9984436,-6755.28418,-397.9571533,1298.298828,1
161.976944,-7107.739746,-1307.074463,1189.374146,1
-624.7259521,-7703.663086,-2190.248047,444.0794678,1
-148.399231,-7679.901367,-1459.499756,715.7252197,1
218.0642242,-7363.702148,-1285.319458,1161.339966,1
-513.6808472,-8165.01709,-1729.701904,574.5047607,1
-233.0593414,-7768.147949,-803.3566895,699.1237793,1
537.1412354,-7250.37207,16.04604149,1435.197876,1
140.9512177,-8125.927246,-613.5361938,1221.802856,1
-315.028595,-8538.883789,-844.0823364,689.1139526,1
428.8842468,-7736.34375,-390.8868713,1284.358276,1
218.398941,-8061.513184,-1281.371948,1232.05957,1
-634.8779297,-8666.845703,-2169.654297,419.536377,1
-188.8181915,-7702.813965,-1457.953247,670.6912231,1
260.2933044,-7369.34375,-1264.194702,1202.540527,1
-500.5668945,-8148.918457,-1718.461548,593.4903564,1
-274.3197937,-7785.619141,-801.4512329,652.5265503,1
538.8447876,-7258.34375,18.65088081,1433.195068,1
184.7660217,-8125.274902,-607.0531006,1259.076538,1
-363.7875366,-8554.37207,-875.3497925,621.0309448,1
413.1972351,-7761.466797,-419.3830261,1252.574829,1
272.5246277,-8065.875977,-1280.457642,304.3006897,1
-658.8787231,-8695.286133,-2198.113037,-596.5738525,1
-238.5121155,-7742.462402,-1494.254639,-358.7592468,1
311.4009094,-7365.504883,-1279.178589,281.6593323,1
-496.6007385,-8161.089844,-1735.195801,-390.0678406,1
-322.2597046,-7807.858398,-836.3613281,-383.8053589,1
547.1679077,-7287.112793,6.894505501,432.4521179,1
212.4132233,-8126.413574,-603.2813721,307.1579895,1
-408.3166809,-8576.59668,-904.1002197,-394.5556946,1
395.8871155,-7775.575684,-434.684845,266.6679688,1
311.1634216,-8063.140137,-1270.533813,-630.9117432,1
305.7966614,-8708.370117,-2203.01416,-1568.452393,1
700.3168335,-7757.674316,-1505.289185,-1373.470825,1
1320.079956,-7366.808105,-1262.362061,-666.3398438,1
506.9845886,-8133.292969,-1717.406982,-1345.12793,1
607.937561,-7816.559082,-851.8463745,-419.3213196,1
1547.189087,-7286.935059,8.92714119,475.0103149,1
1236.567993,-8104.354004,-574.3027954,357.3979187,1
532.1092529,-8562.820313,-886.3862305,-424.7348328,1
1356.085815,-7772.046875,-437.682373,238.6355438,1
1354.343018,-8056.776855,-1245.912109,-572.9975586,1
1274.309204,-8684.732422,-2179.753906,-607.6514893,1
1660.844727,-7748.708008,-1516.17041,-416.2489929,1
2348.176514,-7354.326172,-1251.536987,366.0015564,1
1485.722046,-8128.912109,-1696.22229,-363.6304626,1
1540.786377,-7831.696289,-856.612854,505.4194336,1
2520.559814,-7290.38916,-7.384432316,1448.635254,1
2246.492432,-8111.723145,-564.6407471,1349.786011,1
1487.22168,-8602.394531,-902.9969482,505.5933228,1
2311.770508,-7810.061035,-456.2752686,1189.83606,1
1379.686523,-8063.304688,-1257.88916,445.02005,1
1244.174927,-8712.794922,-2200.373779,354.8435669,1
1601.920654,-7786.815918,-1552.965454,505.6569214,1
2372.326904,-7389.273926,-1272.990845,1361.531128,1
1492.747437,-8154.464844,-1723.809692,621.7677002,1
1502.199951,-7863.928711,-895.083374,1432.987549,1
1534.656738,-7328.97168,-15.12789536,1442.215698,1
1314.440186,-8112.686523,-572.8068237,1403.302124,1
458.2013245,-8606.263672,-939.7171631,454.1379089,1
1310.077637,-7816.948242,-468.3457947,1181.711182,1
463.0800171,-8053.616699,-1242.022705,504.6209717,1
258.462616,-8709.430664,-2204.572021,344.063324,1
583.3832397,-7799.477051,-1565.189331,478.8287354,1
1436.665771,-7380.999023,-1254.281982,1410.64917,1
527.2379761,-8147.364746,-1708.53772,654.2431641,1
1467.682617,-7875.969238,-899.1766968,1416.803101,1
1554.322998,-7316.171875,-8.715836525,1446.99353,1
1375.402466,-8093.472656,-543.9366455,481.0184631,1
426.6683655,-8606.145508,-952.8049316,439.9805298,1
1298.029541,-7828.012695,-484.0328064,1161.805542,1
517.4450684,-8049.399902,-1229.783813,551.880188,1
239.798645,-8701.679688,-2203.010498,343.1376953,1
553.9820557,-7808.69043,-1588.430908,442.1122742,1
1460.767578,-7382.79248,-1263.693481,449.5565491,1
557.5405273,-8132.706055,-1689.413818,-314.033783,1
1417.697021,-7880.316895,-919.7404785,383.6651306,1
1549.911743,-7332.719238,-30.84295464,476.1322632,1
1413.528809,-8082.942871,-543.1494141,-452.0024414,1
1338.427856,-8624.783203,-966.7566528,-594.3392944,1
2262.476807,-7828.885742,-491.5892944,165.0193481,1
1546.491699,-8040.171387,-1222.605103,-389.6227722,1
1208.479492,-8705.874023,-1233.222656,-681.0582275,1
1497.571899,-7838.854492,-620.0754395,-582.2369995,1
2474.742188,-7373.269043,-268.6987305,-508.570282,1
1535.118652,-8133.242676,-717.7672119,-1294.790771,1
2347.527832,-7900.416992,47.83332062,-655.2061768,1
